
9,5,4,8,7,3,1,2,6
2,1,3,5,6,9,8,4,7
8,7,6,1,4,2,3,9,5
5,2,8,3,9,7,4,6,1
7,4,1,6,2,5,9,8,3
6,3,9,4,1,8,5,7,2
3,8,7,2,5,4,6,1,9
4,6,2,9,3,1,7,5,8
1,9,5,7,8,6,2,3,4
